puzzle_id,initial_fen,moves,rating,source_game_key
lXkXX,5r1k/p3n1p1/1p2P2p/3p4/P4q2/7Q/1B3PPP/3R3K b - - 2 34,f4f2 h3h6 h8g8 h6g7,1305,8BWN21Eb
lXkuj,6k1/B4pp1/1p2p3/PP2P3/2n4p/3n3P/4K1P1/8 b - - 2 36,d3e5 a5a6 c4d6 a7b8 d6b5 b8e5,2360,CAu3agqB
lXlbg,3R4/p7/2P1pkp1/1P6/3K1PPp/8/P6P/2r5 w - - 7 43,a2a4 c1d1 d4c5 d1d8,905,vqNj72m5
lXmTU,6kB/p3bp2/2p5/2p3Kp/2P1PP2/6P1/PQ1N4/7q w - - 2 47,h8f6 h1h3 b2b8 e7f8 b8f8 g8f8,2211,iiIOZe4f
lXnVG,r3r1k1/2b3pp/p1n1Rp2/1qBp4/2pP2Q1/P6P/5PP1/4R1K1 b - - 2 30,e8e6 g4e6 g8h8 e6e8 a8e8 e1e8,934,blpkUIea
lXv3N,rn1qkbnr/ppp2ppp/4p3/4Nb2/3P4/2NB1Q2/PPP2P1P/R1B1K1R1 b Qkq - 5 10,f5d3 f3f7,1048,Gonjcp2H
lXvVT,r5k1/1pp1r1pp/5p1B/3p4/p2PnRQ1/2P5/q5PP/5RK1 b - - 3 30,a2d2 f4e4 d5e4 h6d2,1736,eth79giu
lXvrs,8/8/3K1p2/3Q4/1P3k2/8/8/7q b - - 0 54,h1d5 d6d5 f6f5 b4b5 f4f3 b5b6 f5f4 b6b7 f3g2 b7b8q f4f3 b8g8,1589,KZTtCluj
lXxn8,8/5p2/5kp1/1P1n4/1N6/1K6/8/8 b - - 2 39,d5b4 b3b4 f6e6 b4a5,2387,2SluwYjs
lXzoR,r3r1k1/1pp2ppp/pbn3q1/3N3b/1P1P4/P3PN1P/4BPP1/R2QR1K1 w - - 1 17,e2d3 h5f3 d3g6 f3d1 g6f7 g8f7,1225,AHtl3KNt
lXzyb,6k1/5r1p/p7/1p1QP3/6K1/P2P2P1/1P5q/R7 w - - 3 42,a1c1 h7h5 g4g5 g8g7 d5f7 g7f7,2798,SG3QHOTw
lY56i,r1b1r1k1/pp4q1/2p2npQ/5pN1/3PpN2/5P2/PPP3P1/1K1R3R w - - 0 22,f4g6 g7h6 h1h6 g8g7 d1h1 f6g8,2276,yChjHq8E
lY5G5,7R/8/2r1k3/2P3pp/3K1p2/8/6PP/8 b - - 1 42,h5h4 h8h6 e6d7 h6c6 d7c6 h2h3,2236,7uBrTvoH
lY5VA,1r4k1/p2p1p1p/4p1p1/5n2/P2bN3/3Q1PPq/7P/2R2R1K w - - 2 28,e4g5 f5g3,1184,pMw3sCDB
lY681,8/7p/3Bp3/P3P1p1/R5kb/6r1/7K/8 b - - 2 41,g4f5 a5a6 g3c3 a6a7,1335,SQal5INa
lY8pH,5rk1/p5pp/2p1P3/2qp4/8/7P/PP2Q1P1/R6K b - - 0 23,d5d4 e6e7 f8e8 e2e6 g8h8 a1f1 h7h6 f1f7,2370,ziNHs510
lYB2D,4rrk1/2p3pp/p3p3/1p6/3PQP1q/1PP2R1R/P6K/8 b - - 0 30,h4g4 e4h7 g8f7 f3g3 g4e2 g3g2,2244,R3zKqlpx
lYEbq,2kr3r/pp3pp1/1qp1pn1p/2b1n3/7N/1P2B2B/P1P1QPPP/R4RK1 b - - 3 15,f6d5 e3c5 b6c5 e2e5,1034,yu6t1mT7
lYFKt,8/1pp3kp/1p1p2n1/3P1BP1/4nP2/4N2Q/rq6/5RK1 b - - 3 33,e4d2 f5g6 h7g6 f4f5 d2f1 f5f6,2740,iLmvqPuN
lYFSS,5k2/pp5p/6p1/1bq2p2/2Bn4/P1Q1B3/1P3PPP/5K2 w - - 6 28,c4b5 c5b5 f1g1 d4e2 g1h1 e2c3,1195,tb5Tys45
lYHHf,3r2k1/1B3pp1/Q3b2p/4P3/PP1q4/8/4RPPK/8 w - - 5 31,b4b5 d4h4 h2g1 d8d1 e2e1 d1e1,1013,nIUNyNqD
lYK9E,r1bqr3/p1pp1kpp/2p2P2/2b5/8/5Q2/PPP2PPP/RNB2RK1 b - - 0 11,d8f6 f3h5 f6g6 h5c5,1683,flKKhdVm
lYLGX,4R3/1p6/1pr2k2/8/P1p1p1r1/1P2R1P1/6K1/8 w - - 2 42,e8e4 g4e4 e3e4 c4c3 e4e1 c3c2 e1c1 f6e5,2107,0WLrseSP
lYNI5,8/R5pp/2rn3k/6R1/4qPQP/8/2r3PK/8 b - - 4 41,g7g6 g5h5 g6h5 g4g5,1609,4FGzIlW8
lYPJ5,1r2knR1/5p2/8/q2Ppp2/1NP5/7P/1P1Q4/1K6 w - - 1 35,d5d6 a5b4 d6d7 e8d8 d2b4 b8b4 g8f8 d8d7,2730,ckHfALdx
lYPZ9,r1r2b2/2n2p2/4p1p1/1k1pN3/1pnP1BP1/2P2B2/1P2RP2/4R1K1 w - - 2 27,b2b3 c4e5 c3c4 e5c4 b3c4 d5c4,2287,zoGAdXXV
lYPvE,7r/pp5P/1n2kP2/3p2K1/2pP4/2P5/PP5R/8 b - - 0 44,b6d7 h2e2 e6d6 e2e7 d7f8 g5h6,2503,Du2V5kQU
lYPw1,5rk1/p1p1Rpp1/1q5p/1N6/8/3p1Q2/PPP3PP/5K2 w - - 2 26,e7c7 d3d2 a2a4 b6e6,2790,v0bsWJiX
lYRyS,8/1p2r1p1/p5pk/8/5p2/KP3N2/P3p2r/4R3 b - - 1 47,h2f2 e1h1 f2h2 h1h2,1010,xt5G699x
lYTnM,3r1Bk1/5p1p/p3pPp1/8/P2qB1PQ/1p1Pn2P/2r5/3R1R1K b - - 0 35,g8f8 h4h7 f8e8 h7g8 e8d7 g8f7 d7d6 f7e7,2511,vL8RXUhg
lYVud,5r1k/2Rq3p/Q5p1/1p2pp1n/8/5P1P/P5PK/1BRr4 b - - 4 36,d7d4 c1d1 d4d1 b1f5,2593,0FL6Mpmq
lYWqO,5rk1/5qpp/2b2b2/2p1pP2/2P3N1/p1P3RQ/Pr1B4/2K3R1 b - - 3 32,g8h8 g4f6 g7f6 g3g7 f7g7 g1g7 h8g7 d2h6,2716,sbKO4BAJ
lYXao,4r1kr/ppp3p1/8/3p3p/qb1n1Qb1/P1PP2N1/1P1K1PPP/R1B3NR w - - 1 18,f4d4 a4d1,1435,oNd5Ch79
lYXgn,1k1r4/1pp5/p1b5/3qPBQ1/3r4/1P6/P5PP/2R1R1K1 w - - 1 27,f5e4 d4e4 e1e4 d8g8 g5g8 d5g8,2094,q6yfYvFA
lYb5n,5rk1/1q2bpp1/4p2p/QB1b4/P3n3/4PN1P/3N1PP1/5RK1 w - - 1 22,f1d1 f8a8 a5a8 b7a8,1874,j1E9LCNr
lYe2f,R7/7p/8/5pk1/4p2p/P3P3/2K2Pr1/8 b - - 5 53,g5g6 a8g8 g6h5 g8g2,866,CR4xfe7j
lYeQE,8/6pk/1rq1p1N1/3pPr2/3P4/1P2K1R1/2p3P1/7R b - - 1 39,h7g8 h1h8 g8f7 h8f8,1975,iZqI4uCh
lYemN,2rr2k1/ppq2ppp/3np3/8/P1PQ4/1P3N2/5PPP/3R1RK1 b - - 0 25,d6c4 d4c4 d8d1 f1d1 c7c4 b3c4,1928,KoyFHec1
lYeuu,3rr3/p4pkp/2p3p1/2N1P3/4pP2/qP4Pb/P2Q3P/2RR2K1 w - - 1 25,d2c3 a3a2 c1c2 d8d1,1793,feq4Klre
lYfz5,r3b3/2q2kp1/p3p1r1/3p1pB1/3p3Q/PP6/2P1BP1b/R5RK w - - 0 25,h4h2 c7h2 h1h2 e8b5 e2h5 a8h8 h2g3 h8h5,1960,vIIzNuRw
lYgkg,r3qr2/ppp1p3/4Q3/3P2p1/1PPkp3/6P1/P3KPP1/7R b - - 7 27,e8f7 h1d1 d4c3 e6e5 c3b4 e5b2 b4c5 b2a3 c5c4 a3c1 c4b5 a2a4 b5b6 c1b2 b6c5 b2a3,2781,EiXlYvyf
lYhBJ,8/8/5pk1/5p1P/5Qp1/6P1/5P1K/5q2 b - - 0 66,g6h5 f4f5 h5h6 f5f6,900,rKfYLVaJ
lYhbi,r4rk1/1pp1qppp/p1pb1n2/6B1/4PP2/2N1Q3/PPP3PP/R4RK1 w - - 1 13,e4e5 d6c5 e3c5 e7c5,1216,Uo7300j8
lYiKE,2r3k1/6p1/1p2p2p/2p5/3pN3/P2PnP2/P1P2KPP/1R6 w - - 2 27,b1b2 e3d1 f2e2 d1b2,921,FNsZgWnO
lYkTF,8/3Pk3/1pn5/p2K1p1p/P1B1p3/7P/8/8 b - - 5 50,e7d7 c4b5 d7e7 b5c6 e4e3 c6b5,1197,aB6fhzWK
lYlG8,1R6/5pPk/1p4r1/3p4/3qnB2/P5P1/1P4QK/8 b - - 0 39,g6g7 g2h3 h7g6 b8b6 d4b6 h3h6 g6f5 h6b6,2299,npldB6NX
lYlUy,2r2rk1/1b2p3/p1q3pp/1pb5/3p4/3Q1NPP/2P1BP1K/1R3R2 b - - 1 25,c5d6 d3g6 g8h8 g6h6 h8g8 h6g6,2365,yZbtAnur
lYm8h,r4rk1/ppp2pp1/3p3p/3P4/1PP1p2q/P2QPR1P/2P3P1/R5K1 w - - 0 21,f3f4 h4f4 e3f4 e4d3,1521,YlMyapWO
lYn0c,r3r1k1/p2nqpp1/1p2p2p/2p1P3/2P1Bn2/2N2P2/PP2QP1P/3R1RK1 w - - 2 17,e2e3 e7g5 g1h1 g5g2,1320,jRLqbyFg
lYnYQ,8/8/7p/ppkpK1p1/6P1/PP2P2P/8/8 w - - 5 34,e5f6 b5b4 a3b4 c5b4,2495,dbx6DulP
lYoOm,r1b3k1/pppq1rb1/7B/3Np3/2P2p2/8/PP3PQ1/2K3R1 b - - 5 25,d7h3 d5f6 g8f8 h6g7,1821,bMYB4O6f
lYqn8,3r1q1k/1R5p/p3Q1p1/2b5/P7/8/2P2PPP/4R1K1 w - - 1 26,e1f1 f8f2 f1f2 d8d1 e6e1 d1e1,1623,mtZLeoTr
lYqxO,6k1/1Qp2pp1/p7/8/1Pq1r2p/P5P1/5PKP/3R4 w - - 0 27,d1d7 h4h3 g2h3 c4f1,1765,ktcTuPrh
lYrHC,r4k2/pp1Q1p1p/1q6/8/1b2B3/5P2/PpP4r/1K1R1R2 b - - 1 19,b6c5 d7b7 a8e8 d1d7,2373,6oNrlr6p
lYsKl,r6k/1p1bpQb1/3p4/4q3/3PP2P/1B6/P4PP1/1K5R b - - 0 25,e5d4 f7h5 g7h6 h5h6,1207,tbfKkIGC
lYuHq,5k2/6Rp/2N5/3r4/8/5P2/P1r4P/4RK2 w - - 2 39,e1e7 d5d1 e7e1 d1e1 f1e1 f8g7,1641,uVpG5ITT
lYuL3,2r2rk1/2N2p1p/2bp1np1/4pP2/1p2P3/1B3R2/PPP3PP/R5K1 w - - 1 21,c7e6 f7e6 b3e6 g8g7 e6c8 f8c8,2218,y3KwUBMt
lYudE,r4rk1/ppp2pp1/4b2p/3qp1n1/6P1/3PQ1NP/PPP2P1N/R4RK1 w - - 4 17,c2c4 g5h3,1228,M92I56fY
lYwFQ,r1b2b1r/pp1q2pp/4kN2/2p1p1B1/2P5/2P2Q2/PP3PPP/R3K2R b KQ - 0 14,g7f6 f3f6,856,IE61BLOc
lYwXI,r2q1r1b/pp3p1k/1npp1PpN/7p/5Q2/1B6/P1PB2PP/5RK1 b - - 3 21,d6d5 h6f7 f8f7 f4h6 h7g8 h6g6 h8g7 d2h6,2198,6O07BeUV
lYyaQ,r1b1r1k1/2p2p2/p1np3B/1pbNp3/4P2q/3P1Q1P/PPP2PP1/R4RK1 b - - 4 14,c5b6 f3f6 h4f6 d5f6 g8h8 f6e8,2583,n1fS34KI
lZ0ou,1k6/pp4r1/2p2p2/2P5/5P2/7B/P1r3p1/4R1K1 b - - 0 35,g7h7 e1e8 b8c7 e8c8,1153,WYAGDNsy
lZ16a,8/5p2/8/4Pp1k/5PqP/6Q1/8/6K1 w - - 15 56,g3g4 h5g4 g1g2 g4h4 g2f3 h4h3,2273,aW6b8UlI
lZ1MG,8/6pp/p2b1kn1/1p1P1p2/5P2/6P1/7P/R4K2 b - - 1 34,g6e7 a1a6 e7c8 a6c6,1524,2raTP0ZA
lZ40q,5k2/5bp1/8/2r4p/R1N1p1PP/1P1pP3/P2K1P2/8 w - - 0 41,a4a5 c5a5 c4a5 g7g5 g4h5 g5h4,2459,Pm3i4FKr
lZ58A,8/4r1pk/2Q3Rp/p3qp1P/4p3/1P1r4/P4P2/1K4R1 b - - 0 34,e7c7 g6h6 h7g8 c6a8 g8f7 h6h8,2373,H8jebtJm
lZ6ml,8/8/2bkp1pp/1p3p2/pP1K1P1P/P5P1/6B1/8 w - - 7 49,g2c6 e6e5 f4e5 d6c6 e5e6 c6d6 e6e7 d6e7 d4e5 h6h5,2689,gBUVDj25
lZ79U,r1bqkbnr/p2ppppp/6n1/1pQ5/8/1B6/PPPP1PPP/RNB1K1NR b KQkq - 0 6,a7a6 c5d5 e7e6 d5a8,1643,x4Cf4krV
lZ8ef,3r2k1/pR3pp1/4p2p/8/Q1P1q1n1/6P1/4PP1P/R5K1 w - - 0 27,a1d1 d8d1 a4d1 e4b7,1132,DOHIIgB6
lZ9Bd,2k2r2/pp1r1pp1/8/2pPP3/4Q1P1/q3B2P/3K4/3R1R2 w - - 1 26,d1a1 a3b2 d2d3 f8d8 e4f5 g7g6,2647,SiSb4dsf
lZDY5,5k2/5R2/2p2pP1/1p1p1Q2/p2P1qP1/P4r2/1P4K1/8 b - - 3 40,f8g8 f5c8,991,DsyasDN5
lZDkO,8/8/pp2p3/2p2p1p/2P2PkP/PP4P1/5K2/8 b - - 0 36,b6b5 f2g2 b5c4 b3c4 a6a5 a3a4 e6e5 f4e5,2634,g8wC2azl
lZHVo,Q5k1/1pq3bp/3p2p1/3Pp3/1P2N3/1R4P1/P1r5/6K1 b - - 4 34,g8f7 b3f3 f7e7 a8g8,2111,q1gI8EWG
lZJz9,3rr1k1/pp3p1p/6p1/q1pP2b1/2Q5/8/PP1NBPPP/1R1K3R w - - 3 21,d2b3 a5a2 d1c2 b7b5 c4b5 d8b8 b1a1 e8e2 b5e2 a2b3,2487,IOK28bq5
lZKQM,2rr2k1/4R1p1/p6p/1p1p1Q2/8/2q4P/P4PP1/3R2K1 b - - 0 24,d5d4 f5f7 g8h8 f7g7,1005,S7Rdypg6
lZKZL,8/6p1/4pkP1/3p3P/2pP1pB1/1p6/8/2K5 b - - 2 45,f6g5 g4e6 g5h5 e6d5,940,5Z2OVKdi
lZMQD,1k5r/1pp1qpp1/n3p2p/1N6/4b3/8/PPP1BQ1P/1K1R4 b - - 0 26,h8d8 f2a7 b8c8 a7a8 a6b8 b5a7,1215,trcrk0I4
lZO4u,8/8/8/p1p2Q2/PpPb4/1P1kq3/8/3K4 b - - 2 76,d3c3 f5c2,828,d2YBN9tZ
lZOVz,r4r1k/pp2q2p/2p1pn1Q/4ppB1/2P4P/8/PPP5/2KR3R b - - 3 21,a8d8 d1d8 e7d8 h1d1 d8e7 d1d7,2079,YbrQNJAX
lZP8g,8/1p6/2pBk1q1/p1P2p2/P2ppP1p/1P1n3r/4R1P1/3Q1RK1 w - - 0 35,d1d2 g6g3 e2e4 e6f6 e4e6 f6e6,2592,BUxAXLHQ
lZQRk,3r2k1/1bp2p1p/1p4p1/pPp5/P1P1N3/8/2B1rPPP/2Qq2K1 w - - 0 23,c2d1 e2e1,1202,y6mQiHkc
lZQXH,2k1r3/pp6/2n1r1p1/7p/7P/qP1P1QP1/P2B1P2/R2K3R w - - 1 25,d2c1 a3c5 c1d2 c6d4 a1c1 c5c1 d1c1 d4f3,2595,R1ao2vuy
lZRmt,8/7p/2k5/2Ppp3/5p1P/2PK1P2/5P2/8 w - - 1 39,c3c4 d5d4 h4h5 c6c5 h5h6 c5b4,2592,hQKEGTbL
lZVCP,5k2/5pp1/p3p3/1p1q4/8/P1Q2PP1/1P4KP/8 b - - 0 35,d5c4 c3c4 b5c4 f3f4 f8e7 g2f3 e7d6 f3e4,2754,7kkCJCfM
lZWdS,8/8/PR3P1p/3k2pP/2p3P1/2K5/2P5/1r6 b - - 12 49,b1b6 a6a7 b6f6 a7a8q,1946,Ii8IvyMK
lZYwz,4r3/pp3ppk/2p1r1qp/3pPQ2/P4PP1/2P2R1P/2R3K1/8 b - - 2 34,f7f6 f5g6 h7g6 f4f5 g6f7 f5e6,1067,A0rQbXSc
lZYxD,4r2k/pp3rpp/8/8/5q2/2Bb1P1P/PQ4P1/2R3KR b - - 6 26,e8e2 c3g7 h8g8 c1c8 f7f8 c8f8 f4f8 b2e2 d3e2 g7f8,2559,nHxOiFJH
lZc3E,r1bq1rk1/p2p2b1/1p2p3/2p1n1pQ/2B1P3/2NPB3/PPP2P2/R3K2R w KQ - 0 17,e3g5 d8g5 h5g5 e5f3 e1e2 f3g5,1847,X6f9YmOm
lZcj3,1k6/1p6/p3K3/8/3P4/8/8/8 b - - 2 49,b8c8 e6e7 b7b5 d4d5 c8b7 d5d6 b5b4 d6d7 b4b3 d7d8q,1698,bfzILTKs
lZfmE,3r1rk1/2b3pp/2P1p3/2B5/8/1Q3BPq/P6P/5RK1 b - - 0 27,c7g3 h2g3 h3g3 f3g2 f8f1 g1f1 g3f4 c5f2 f4c1 f2e1,2379,42IqMQJ9
lZiQs,8/8/R3p1R1/1p2k1p1/p3B3/3P4/PP2q3/Kr6 w - - 0 41,a1b1 e2d1,1203,v5UDtcTE
lZiZL,1kb5/1p3p2/3Np2p/Q3P1p1/3q4/p1r4P/5PP1/R5K1 b - - 1 41,c3c5 a5a3 d4e5 d6e8 c5a5 a3a5 e5a5 a1a5,2705,XCSVMD1R
lZjiv,1b4qk/1Q2B1p1/p6p/1p1Nn1P1/8/8/P4PK1/8 b - - 0 36,e5g6 d5f6 b8e5 f6g8,1702,uRx8cptA
lZknH,6rk/pq1rbQ1p/1p4p1/2p5/5B2/3P4/PPP2PPP/4R1K1 b - - 6 24,e7f8 f4e5 f8g7 e5g7 g8g7 e1e8 g7g8 e8g8,1433,5p3n38GZ
lZlCB,6k1/p7/7p/4Npp1/1PP1n3/7P/P1r2PP1/1R3K2 w - - 1 29,c4c5 e4d2 f1e1 d2b1,1229,rNSxjcif
lZmA7,6k1/1Q3p1p/2p5/4p3/5q2/P1Pr1p1P/1P4P1/5R1K w - - 0 33,b7c6 f3f2 c6c8 g8g7 c8g4 f4g4,2721,2uqrMPQT
lZmAs,r2q1rk1/pp3pbp/3p1np1/3pp1B1/4P3/P1N2Q1P/1PP2PP1/R4RK1 b - - 1 14,d5d4 c3d5 f6d5 g5d8,1539,xHHm1rIk
lZnPq,r5k1/1p5p/2b3pB/p2pP1Q1/1PpPp3/2q2rPP/P6K/R4R2 b - - 1 28,c3d4 g5e7 d4f2 f1f2,1933,mTPMRER7
lZoBw,2r2rk1/3qnpbp/p2p2p1/1p4B1/2nNb3/1B4NP/PP3PP1/1R1QR1K1 b - - 1 19,e4b1 e1e7 d7e7 g5e7,1698,TUeUux5I
lZoVY,r3rk1Q/p4pp1/bp1q1n2/3pNp2/8/2N4R/PP3PPP/R5K1 b - - 3 19,f8e7 h8g7 d6e5 h3e3 e5e3 f2e3,2008,xGuwW5hA
lZpU0,6rk/4Qp1p/3Rb1p1/4P2n/P7/4P1PP/r5BK/8 w - - 1 28,d6a6 e6d5 e3e4 d5e4 h2g1 a2g2,1644,tuhJbKhk
lZr2H,8/5p2/2k2p2/2P1p3/1K1p3p/5P1P/2P3P1/8 w - - 0 33,b4c4 f6f5 f3f4 f7f6 c4b4 e5e4 b4c4 e4e3,2049,qfWYkkny
lZrsB,r2r2k1/1b2ppbp/5np1/pp2N1B1/8/1PP3N1/1P3PPP/3R1RK1 b - - 0 16,e7e6 d1d8 a8d8 e5g4 f6g4 g5d8,2087,ZsWLw2zo
lZsPh,r6k/2N3pn/P2p3p/4p3/1P2P1P1/1QP4P/2KR4/2B2r1q w - - 1 35,c7a8 f1c1 c2b2 c1b1,1163,eiSww5er
lZt4O,r1b1qb1r/2ppk1pp/p4n2/4P1B1/2pP4/8/PPPQ1PPP/RN2K2R b KQ - 0 12,h7h6 e5f6 e7f7 g5e3,1559,BEDKxBt5
lZtcX,5rk1/5np1/2p1p3/2p1P2R/pp2N3/3P4/PPP3K1/8 b - - 4 40,g7g6 e4f6 g8g7 h5h7,876,DdoQYAcj
lZvcB,3r2k1/1p1n2pp/p1b1R3/5rPQ/4Nq2/P7/1PPN3P/2KR4 w - - 0 23,e6e8 d8e8 h5e8 d7f8,2129,Z5kaa7dL
lZvqu,1r1r2k1/3bqpp1/7p/4NP2/2p1P3/2Pn1N1P/5QP1/RR4K1 w - - 5 27,f2a7 b8b1 a1b1 d3e5 f3e5 e7e5,1909,VQikZypM
lZw1c,8/6Bp/p3p1kP/3p2p1/2pP1pP1/1bP2B2/3K1R2/r7 w - - 4 42,f2e2 a1d1,1178,KHwtKzg3
lZwZr,1r1r2k1/5pp1/1pnqpn1p/pB2N3/3P4/2P3P1/PRQ2PP1/4R1K1 b - - 7 23,c6e5 d4e5 d6e7 e5f6,1205,aeIAcm2q
lZwyn,4rrQk/1pqn2bp/p1n3pN/P1pB4/3p1P2/3P2P1/1PPB3P/R4RK1 b - - 8 25,f8g8 h6f7,974,3SvDtYCJ
lZxXQ,3k2rr/ppR5/8/8/5pn1/2NP1pB1/PPP2P2/4R1K1 w - - 0 25,g3f4 h8h1 g1h1 g4f2 h1h2 g8g2,2243,RLSfZGC8
la0i8,r1b2rk1/1p2qppp/3b1n2/pP6/2BNp3/P3P3/1B3PPP/2RQ1RK1 w - - 3 16,a3a4 d6h2 g1h2 f6g4 h2g1 e7h4,1841,9zppi3mJ
la0mN,2rr2k1/5ppp/p3pn2/1b1qN3/2PP4/8/1Q3PPP/2R1R1K1 b - - 0 24,d5d4 b2d4 d8d4 c4b5 c8c1 e1c1 f6e8 e5c6 d4d3 b5a6,2527,g0ziHLHY
la0s1,8/p7/P4K2/k7/8/8/8/8 w - - 3 70,f6e6 a5a6 e6d5 a6b5 d5d4 b5b4 d4d3 b4b3 d3d2 b3b2,1472,T6GjfDRM
la0tT,r2qk2r/p4ppp/2nb1n2/1p2p3/2BpP3/3P1QNP/PP3PP1/R1B1K2R w KQkq - 0 12,c4b5 d8a5 c1d2 a5b5,1296,99t9Vrrm
la2uY,4qb1r/2Qn1pp1/2N1p1p1/3pBk2/3P4/4P2P/1P1N2P1/1K5n b - - 0 28,g6g5 c6e7 f8e7 c7c2,2180,5VfH3YXJ
la36v,2R1r1k1/pr5p/3Q2p1/1q1P1p2/8/1P2P3/Pb3PPP/3R2K1 b - - 1 25,b7e7 d6e7 e8c8 e7e6 g8g7 e6c8,1524,FemAXwc5
la4vx,8/8/P3R2p/6pk/3rp3/3p1PKP/2rR2P1/8 w - - 1 41,e6e4 d4e4 f3e4 c2d2 a6a7 d2a2,1271,BMlPoWU5
la52h,2r3k1/1b3p1p/p5pb/1p6/1Q1P4/2P3B1/3qRPPP/5BK1 b - - 4 28,d2c3 e2e8 c8e8 b4c3,1403,OgwB2Pfw
la6D3,r7/5p1k/P1p3p1/2B5/1bR2P1p/4P2P/4Q1P1/1q4K1 w - - 2 38,g1h2 b4e1 h2g1 a8a6 e2c2 e1f2 g1f2 a6a2,2607,i3bnIoFF
la6Uq,7R/k1pqrQ2/1p4B1/p7/8/1P4b1/PBP5/1K6 w - - 2 37,f7f5 e7e1 b2c1 d7d2 h8a8 a7a8,2462,YuK8XkKY
la6Wx,2r3k1/1R3pp1/2p2r1p/1p6/8/1B3N1P/PP2KPP1/8 w - - 2 27,f3e5 c8e8 e2f1 e8e5 b7b8 g8h7,1294,tRn5s0U1
la8PS,5k2/8/pN1K4/4P3/1P3P1p/P7/4n3/8 w - - 0 42,d6d7 e2f4 e5e6 f4g6 e6e7 g6e7,2726,b4hvuuxV
la9fF,r1b2rk1/p1q2p2/2p5/2b3p1/6P1/2NB3p/PPP2PP1/R2Q1RK1 w - - 0 18,g2h3 c7g3 g1h1 g3h3,1344,IQpvSyD3
laA0W,1N6/4kp2/2p5/6Qp/4q3/1P5P/2p2PP1/3q1RK1 b - - 3 36,e7d6 g5d8 d6e6 f1d1 c2d1r d8d1,1931,YBiT9zVd
laCGV,2rq2k1/pb1nbr2/1pp1Q3/3nPp2/1P1P4/P1NB1N2/5PPP/2R2RK1 w - - 1 18,d3f5 d7f8 e6f7 g8f7,1891,UBBmXyRd
laENg,5rk1/1R4p1/2p2r1p/6q1/4P3/P5PP/2Q2P1K/R7 w - - 1 27,h2g2 f6f2 c2f2 f8f2 g2f2 g5f6,1770,YkA0DqWp
laFPq,2kr4/ppp5/5p2/4p3/8/P2P1Q2/1qPK1PP1/3R4 w - - 0 34,f3f6 d8d3 d2d3 e5e4 d3e3 b2f6,1762,a1jVGfVK
laGNj,3r1B1k/2p2Qpp/5p2/p7/P7/1P6/8/RK2q3 w - - 0 36,b1a2 d8d2 a2a3 e1a1,1192,oNyQBSRa
laJ6s,r6r/1p2bppp/1Bn1k3/1N1R1b2/2B4n/1P6/1K3P1P/7R b - - 4 28,e7f6 d5d4 e6e7 b6c5 e7e8 b5c7,2344,B0iEC7Bm
laJxN,r4k1r/p2Bpp2/3p4/1Qpq3p/4b2P/6R1/P1P2P2/1R3K2 b - - 3 21,h8g8 b5b8 a8b8 b1b8,1755,54YKdxmH
laLgI,r1bq1rk1/pp4p1/4B1P1/3pn3/2p2p2/P1P1B3/2P2PP1/R2QK2R b KQ - 0 17,c8e6 h1h8 g8h8 d1h5 h8g8 h5h7,1538,QMcYovdM
laNJh,8/2Qnk1p1/3b3p/8/2B5/4PKPP/1r3P2/8 w - - 4 44,c7c6 d7e5 f3e4 e5c6,888,El67Dzcj
laNrn,5rk1/pR3pp1/n1p1p2p/4N3/3r4/P4QP1/2q3PP/5R1K b - - 0 21,c6c5 b7f7 f8f7 f3f7,1787,wDbVl8fv
laOD1,4r1k1/1p3bpp/p2R1p2/1Pb5/P1r1pNqP/4P3/1B1Q1PB1/4K2R w K - 2 31,d6d8 c5b4 d8e8 f7e8 d2b4 c4b4,1402,ErEFSrEl
laOJW,2B5/7p/2b3k1/P5p1/4p3/1P2K1p1/6P1/8 b - - 0 53,h7h5 a5a6 h5h4 c8b7 h4h3 b7c6,2328,h1ladct4
laRPx,8/R5pk/5pbp/2p5/6N1/2P2P1P/1r1n2P1/6K1 b - - 1 41,b2c2 g4f6 h7h8 a7a8 g6e8 a8e8,967,9UVo0ph7
laV0j,r5k1/5ppp/2p2n2/p7/8/1PBR2Q1/q1P1rPPP/2K4R w - - 1 19,d3d2 e2d2 c1d2 f6e4,1817,ADGLtPuv
laWuE,2k1r3/ppp3R1/7p/2P1B1p1/P1N2n2/8/2r3PP/R4K2 b - - 4 26,c2c4 g7c7 c8b8 c7e7,1257,u5Y022pU
laY0G,8/8/8/2pp4/8/2Pk4/1P6/1K6 w - - 2 51,b1c1 d3e2 c1c2 d5d4 c3d4 c5d4,2360,kjuMxuQh
laZmH,r2q1r1k/pp2bpp1/2b1p2p/2pnP3/4N3/3P1N1Q/PPP3PP/R1B2RK1 b - - 3 14,d5b4 c1h6 c6e4 d3e4,2171,HUidoPFr
laaSV,r4r1k/1b1R2pp/p1q1Qb2/1p4B1/7P/2P5/PPB2PP1/2K4R w - - 1 19,e6f5 f6g5 h4g5 f8f5 c2f5 h7h6,2309,yx2zghwg
labFU,r4rk1/2p2qb1/1p1p3p/p3p2P/4Pp1p/RPPP1N1P/1P2QP2/5RK1 w - - 0 21,f3h4 f4f3 e2f3 f7f3 h4f3 f8f3,1097,9VKoBKS2
